Trip Year,Trip Month,End Station,End Lat,End Lon,Date,Start Station,Start Lat,Start Lon,Type
2022,June,5 Ave & E 29 St,40.7451677,-73.98683077,7764,7764,7764,7764,7764
2022,June,5 Ave & E 29 St,40.745168,-73.986831,58,58,58,58,58
2022,June,5 Ave & E 63 St,40.766368,-73.971518,2855,2855,2855,2855,2855
2022,June,5 Ave & E 72 St,40.772828,-73.966853,285,285,285,285,285
2022,June,5 Ave & E 72 St,40.77282817,-73.96685276,6642,6642,6642,6642,6642
2022,June,5 Ave & E 78 St,40.776321,-73.964274,178,178,178,178,178
2022,June,5 Ave & E 78 St,40.77632142182271,-73.96427392959595,4064,4064,4064,4064,4064
2022,June,5 Ave & E 87 St,40.78232260730881,-73.95987510681152,6863,6863,6863,6863,6863
2022,June,5 Ave & E 87 St,40.782323,-73.959875,390,390,390,390,390
2022,June,5 Ave & E 93 St,40.785785,-73.957481,188,188,188,188,188
2022,June,5 Ave & E 93 St,40.7857851,-73.957481,4434,4434,4434,4434,4434
2022,June,5 Ave & W 126 St,40.80722,-73.9418,1327,1327,1327,1327,1327
2022,June,5 Ave & W 131 St,40.81014,-73.93973,1147,1147,1147,1147,1147
2022,June,5 Corners Library,40.73496102000952,-74.0595030784607,1,1,1,1,1
2022,June,5 St & 51 Ave,40.7423737,-73.9566,598,598,598,598,598
2022,June,5 St & 51 Ave,40.742374,-73.9566,6,6,6,6,6
2022,June,5 St & 6 Ave,40.6704836,-73.98208968,1087,1087,1087,1087,1087
2022,June,5 St & 6 Ave,40.670484,-73.98209,5,5,5,5,5
2022,June,5 St & Market St,40.6999974843885,-73.97440128028393,1068,1068,1068,1068,1068
2022,June,50 St & 30 Ave,40.760083,-73.907107,400,400,400,400,400
2022,June,50 St & 7 Ave,40.642501,-74.006055,285,285,285,285,285
2022,June,50 St & Northern Blvd,40.753441,-73.912402,414,414,414,414,414
2022,June,51 St & Hobart St,40.757672,-73.907699,1,1,1,1,1
2022,June,51 St & Hobart St,40.75767234025041,-73.90769943594933,398,398,398,398,398
2022,June,52 St & 1 Ave,40.649292,-74.020105,123,123,123,123,123
2022,June,52 St & 6 Ave,40.642703,-74.009441,147,147,147,147,147
2022,June,53 St & 2 Ave,40.64744,-74.018846,437,437,437,437,437
2022,June,53 St & 4 Ave,40.644862,-74.014531,765,765,765,765,765
2022,June,53 St & 5 Ave,40.643371,-74.011884,236,236,236,236,236
2022,June,55 St & 5 Ave,40.642408,-74.013318,132,132,132,132,132
2022,June,55 St & 7 Ave,40.639673,-74.008957,245,245,245,245,245
2022,June,57 St & 1 Ave,40.646377,-74.023087,248,248,248,248,248
2022,June,57 St & 4 Ave,40.642622,-74.016866,279,279,279,279,279
2022,June,58 St & 2 Ave,40.644512,-74.021506,204,204,204,204,204
2022,June,58 St & 32 Ave,40.75574,-73.903427,261,261,261,261,261
2022,June,58 St & Pier 4,40.646475,-74.026081,420,420,420,420,420
2022,June,59 St & 4 Ave,40.641269,-74.017651,371,371,371,371,371
2022,June,59 St & 5 Ave,40.640125,-74.015726,207,207,207,207,207
2022,June,6 Ave & 12 St,40.666318,-73.985462,4,4,4,4,4
2022,June,6 Ave & 12 St,40.6663181,-73.9854617,1666,1666,1666,1666,1666
